Objecttype;Clustercode;Dakpartner;Betrokken Projectleider Techniek Daken;Jaar laatste dakonderhoud;Dakveiligheidsvoorzieningen aangebracht?;Bliksembeveiliging;Antenneopstelplaats
Building;71891;Voormolen;Anton Jansen;;;;
Building;71894;Voormolen;Anton Jansen;;;;
Building;71895;Voormolen;Anton Jansen;;;;
Building;71981;Voormolen;Anton Jansen;;;;
Building;72000;Voormolen;Anton Jansen;;;;
Building;72001;Voormolen;Anton Jansen;;;;
Building;72002;Voormolen;Anton Jansen;;Ja;;
Building;72003;Voormolen;Anton Jansen;;;;
Building;72004;Voormolen;Anton Jansen;;;;
Building;72005;Voormolen;Anton Jansen;;Nee;;
Building;72006;Voormolen;Anton Jansen;;;;
Building;72007;Voormolen;Anton Jansen;;;;
Building;72008;Voormolen;Anton Jansen;;;;
Building;72009;Voormolen;Anton Jansen;;;;
Building;72010;Voormolen;Anton Jansen;;Nee;;
Building;72014;Voormolen;Anton Jansen;;Nee;;
Building;72056;Voormolen;Anton Jansen;;Nee;;
Building;72057;Voormolen;Anton Jansen;;Ja;;
Building;72058;Voormolen;Anton Jansen;;Niet van toepassing?;;Zonnepanelen
Building;72059;Voormolen;Anton Jansen;;Ja;;
Building;72063;Voormolen;Anton Jansen;;;;
Building;72100;Voormolen;Anton Jansen;;;;
Building;72108;Voormolen;Anton Jansen;;;;
Building;72150;Voormolen;Anton Jansen;;;;
Building;76071;Voormolen;Anton Jansen;;;Ja;RET
Building;71011;Voormolen;Anton Jansen;;;;
Building;71012;Voormolen;Anton Jansen;;Ja;;
Building;71013;Voormolen;Anton Jansen;;;;
Building;71015;Voormolen;Anton Jansen;;Nee;;
Building;71016;Voormolen;Anton Jansen;;Nee;;
Building;71018;Voormolen;Anton Jansen;;Nee;;
Building;71020;Voormolen;Anton Jansen;;Ja;;
Building;71050;Voormolen;Anton Jansen;;;;
Building;71051;Voormolen;Anton Jansen;;;;
Building;71052;Voormolen;Anton Jansen;;;;
Building;71053;Voormolen;Anton Jansen;;;;
Building;71054;Voormolen;Anton Jansen;;;;
Building;71055;Voormolen;Anton Jansen;;Ja;;
Building;71067;Voormolen;Anton Jansen;;;;
Building;71068;Voormolen;Anton Jansen;;Nee;;
Building;71081;Voormolen;Anton Jansen;;;;
Building;71104;Voormolen;Anton Jansen;;;;
Building;71105;Voormolen;Anton Jansen;;;;
Building;71106;Voormolen;Anton Jansen;;Ja;;
Building;71107;Voormolen;Anton Jansen;;;;
Building;71150;Voormolen;Anton Jansen;;;;
Building;79381;Voormolen;Anton Jansen;;Ja;;
Building;79542;Voormolen;Anton Jansen;;;;
Building;79661;Voormolen;Anton Jansen;;Ja;Ja;T-Mobile
Building;79691;Voormolen;Anton Jansen;;;;
Building;79841;Voormolen;Anton Jansen;;;;
Building;79842;Voormolen;Anton Jansen;;;;
Building;79861;Voormolen;Anton Jansen;;Ja;Ja;KPN
Building;82000;Voormolen;Anton Jansen;;;;
Building;82001;Voormolen;Anton Jansen;;;;
Building;82002;Voormolen;Anton Jansen;;;;
Building;82003;Voormolen;Anton Jansen;;;;
Building;82004;Voormolen;Anton Jansen;;;;GSO
Building;82005;Voormolen;Anton Jansen;;;;
Building;82006;Voormolen;Anton Jansen;;;;
Building;82007;Voormolen;Anton Jansen;;;;
Building;82008;Voormolen;Anton Jansen;;;;GSO
Building;82009;Voormolen;Anton Jansen;;Ja;;
Building;82010;Voormolen;Anton Jansen;;;Ja;GSO
Building;82011;Voormolen;Anton Jansen;;;;
Building;82012;Voormolen;Anton Jansen;;;;
Building;82013;Voormolen;Anton Jansen;;;;
Building;82014;Voormolen;Anton Jansen;;;;
Building;82015;Voormolen;Anton Jansen;;;;
Building;82016;Voormolen;Anton Jansen;;;;
Building;82017;Voormolen;Anton Jansen;;;;GSO
Building;82018;Voormolen;Anton Jansen;;Nee;;GSO
Building;82019;Voormolen;Anton Jansen;;Ja;;GSO
Building;82020;Voormolen;Anton Jansen;;Nee;;
Building;82021;Voormolen;Anton Jansen;;Ja;;
Building;82023;Voormolen;Anton Jansen;;;;
Building;82024;Voormolen;Anton Jansen;;;;GSO
Building;82025;Voormolen;Anton Jansen;;;;
Building;82026;Voormolen;Anton Jansen;;;;GSO
Building;82027;Voormolen;Anton Jansen;;Ja;;
Building;82028;Voormolen;Anton Jansen;;Ja;;
Building;82029;Voormolen;Anton Jansen;;Ja;;
Building;82031;Voormolen;Anton Jansen;;;;GSO
Building;82032;Voormolen;Anton Jansen;;;Ja;
Building;82033;Voormolen;Anton Jansen;;;;
Building;82050;Voormolen;Anton Jansen;;Nee;;T-Mobile
Building;82051;Voormolen;Anton Jansen;;;;
Building;82052;Voormolen;Anton Jansen;;Nee;;
Building;82053;Voormolen;Anton Jansen;;;;GSO
Building;82057;Voormolen;Anton Jansen;;Nee;;
Building;82059;Voormolen;Anton Jansen;;Nee;;GSO
Building;82061;Voormolen;Anton Jansen;;Ja;;
Building;82066;Voormolen;Anton Jansen;;;;
Building;82067;Voormolen;Anton Jansen;;;;
Building;82068;Voormolen;Anton Jansen;;;;
Building;82069;Voormolen;Anton Jansen;;;;
Building;82070;Voormolen;Anton Jansen;;;;
Building;82071;Voormolen;Anton Jansen;;Nee;;
Building;82100;Voormolen;Anton Jansen;;;;
Building;82101;Voormolen;Anton Jansen;;;;
Building;82104;Voormolen;Anton Jansen;;;;GSO
Building;82105;Voormolen;Anton Jansen;;;;
Building;82107;Voormolen;Anton Jansen;;;;
Building;82115;Voormolen;Anton Jansen;;Ja;;
Building;82116;Voormolen;Anton Jansen;;;;
Building;82118;Voormolen;Anton Jansen;;Ja;;GSO
Building;82119;Voormolen;Anton Jansen;;Nee;;
Building;82120;Voormolen;Anton Jansen;;;;
Building;82123;Voormolen;Anton Jansen;;;;GSO
Building;82124;Voormolen;Anton Jansen;;;;
Building;82125;Voormolen;Anton Jansen;;;;
Building;82200;Voormolen;Anton Jansen;;;;GSO
Building;79541;Voormolen;Anton Jansen;;;Ja;
Building;87331;Voormolen;Anton Jansen;;;;
Building;87341;Voormolen;Anton Jansen;;Nee;;
Building;87352;Voormolen;Anton Jansen;;;;
Building;87371;Voormolen;Anton Jansen;;;;
Building;87391;Voormolen;Anton Jansen;;Nee;;
Building;87401;Voormolen;Anton Jansen;;;;
Building;87402;Voormolen;Anton Jansen;;;;
Building;87403;Voormolen;Anton Jansen;;;;
Building;87411;Voormolen;Anton Jansen;;Ja;;
Building;87431;Voormolen;Anton Jansen;;Nee;;
Building;87441;Voormolen;Anton Jansen;;;;
Building;87451;Voormolen;Anton Jansen;;;;
Building;87461;Voormolen;Anton Jansen;;;;
Building;87481;Voormolen;Anton Jansen;;;;
Building;87501;Voormolen;Anton Jansen;;;;
Building;87581;Voormolen;Anton Jansen;;;;
Building;87601;Voormolen;Anton Jansen;;;Ja;
Building;87608;Voormolen;Anton Jansen;;;;
Building;87609;Voormolen;Anton Jansen;;;;
Building;87610;Voormolen;Anton Jansen;;;;
Building;87611;Voormolen;Anton Jansen;;;;
Building;87612;Voormolen;Anton Jansen;;;;
Building;87613;Voormolen;Anton Jansen;;Ja;;
Building;87614;Voormolen;Anton Jansen;;;;
Building;87615;Voormolen;Anton Jansen;;;;
Building;87616;Voormolen;Anton Jansen;;;;
Building;87617;Voormolen;Anton Jansen;;;;
Building;87618;Voormolen;Anton Jansen;;;;
Building;87619;Voormolen;Anton Jansen;;Nee;;
Building;87621;Voormolen;Anton Jansen;;;;
Building;87622;Voormolen;Anton Jansen;;;;
Building;87623;Voormolen;Anton Jansen;;;;
Building;87624;Voormolen;Anton Jansen;;;;
Building;87625;Voormolen;Anton Jansen;;;;
Building;87626;Voormolen;Anton Jansen;;;;
Building;87627;Voormolen;Anton Jansen;;;;
Building;87631;Voormolen;Anton Jansen;;;;
Building;87632;Voormolen;Anton Jansen;;;;
Building;87641;Voormolen;Anton Jansen;;;Ja;
Building;87651;Voormolen;Anton Jansen;;Nee;;
Building;87681;Voormolen;Anton Jansen;;Ja;;
Building;87682;Voormolen;Anton Jansen;;Ja;;
Building;87683;Voormolen;Anton Jansen;;Ja;;
Building;87684;Voormolen;Anton Jansen;;;;
Building;87701;Voormolen;Anton Jansen;;;;
Building;87702;Voormolen;Anton Jansen;;;;
Building;87703;Voormolen;Anton Jansen;;;;
Building;87710;Voormolen;Anton Jansen;;;Ja;
Building;87711;Voormolen;Anton Jansen;;;Ja;KPN/Vodafone
Building;87712;Voormolen;Anton Jansen;;;Ja;
Building;87713;Voormolen;Anton Jansen;;;;
Building;87714;Voormolen;Anton Jansen;;;;
Building;87715;Voormolen;Anton Jansen;;;;
Building;87716;Voormolen;Anton Jansen;;;;
Building;87717;Voormolen;Anton Jansen;;;;
Building;87718;Voormolen;Anton Jansen;;;;
Building;87719;Voormolen;Anton Jansen;;;;
Building;87741;Voormolen;Anton Jansen;;;;
Building;87751;Voormolen;Anton Jansen;;;;
Building;87752;Voormolen;Anton Jansen;;;;
Building;87761;Voormolen;Anton Jansen;;Ja;;
Building;87771;Voormolen;Anton Jansen;;;;
Building;87772;Voormolen;Anton Jansen;;;;
Building;87773;Voormolen;Anton Jansen;;Ja;;
Building;87781;Voormolen;Anton Jansen;;;;
Building;87811;Voormolen;Anton Jansen;;;;
Building;87812;Voormolen;Anton Jansen;;;;
Building;87821;Voormolen;Anton Jansen;;;;
Building;81000;Voormolen;Anton Jansen;;;;GSO
Building;81001;Voormolen;Anton Jansen;;Nee;;
Building;81004;Voormolen;Anton Jansen;;Nee;;
Building;81005;Voormolen;Anton Jansen;;;;
Building;81006;Voormolen;Anton Jansen;;;;
Building;81007;Voormolen;Anton Jansen;;;;
Building;81008;Voormolen;Anton Jansen;;;;
Building;81009;Voormolen;Anton Jansen;;;;
Building;81010;Voormolen;Anton Jansen;;;;
Building;81011;Voormolen;Anton Jansen;;;;T-Mobile
Building;81012;Voormolen;Anton Jansen;;;;GSO
Building;81013;Voormolen;Anton Jansen;;;;
Building;81014;Voormolen;Anton Jansen;;;;
Building;81015;Voormolen;Anton Jansen;;;;
Building;81016;Voormolen;Anton Jansen;;;;
Building;81017;Voormolen;Anton Jansen;;Nee;;
Building;81018;Voormolen;Anton Jansen;;;;
Building;81019;Voormolen;Anton Jansen;;;;GSO
Building;81020;Voormolen;Anton Jansen;;;;
Building;81021;Voormolen;Anton Jansen;;;;
Building;81050;Voormolen;Anton Jansen;;;;
Building;81051;Voormolen;Anton Jansen;;;;
Building;81052;Voormolen;Anton Jansen;;;;
Building;81054;Voormolen;Anton Jansen;;;;
Building;81055;Voormolen;Anton Jansen;;;;
Building;81056;Voormolen;Anton Jansen;;;;
Building;81057;Voormolen;Anton Jansen;;;;
Building;81058;Voormolen;Anton Jansen;;;;
Building;81059;Voormolen;Anton Jansen;;;;
Building;81061;Voormolen;Anton Jansen;;;;
Building;81062;Voormolen;Anton Jansen;;Nee;;
Building;81065;Voormolen;Anton Jansen;;Nee;;
Building;81069;Voormolen;Anton Jansen;;;;
Building;81070;Voormolen;Anton Jansen;;Nee;;
Building;81071;Voormolen;Anton Jansen;;;;
Building;81072;Voormolen;Anton Jansen;;Nee;;
Building;81073;Voormolen;Anton Jansen;;Nee;;
Building;81075;Voormolen;Anton Jansen;;Ja;;
Building;81077;Voormolen;Anton Jansen;;;;
Building;81080;Voormolen;Anton Jansen;;;;
Building;81081;Voormolen;Anton Jansen;;;;
Building;81082;Voormolen;Anton Jansen;;;;
Building;81083;Voormolen;Anton Jansen;;;;
Building;81084;Voormolen;Anton Jansen;;;;
Building;81085;Voormolen;Anton Jansen;;Nee;;
Building;81090;Voormolen;Anton Jansen;;;;
Building;81091;Voormolen;Anton Jansen;;;;
Building;81092;Voormolen;Anton Jansen;;;;
Building;81093;Voormolen;Anton Jansen;;;;
Building;81094;Voormolen;Anton Jansen;;;;
Building;81095;Voormolen;Anton Jansen;;;;
Building;81096;Voormolen;Anton Jansen;;;;
Building;81097;Voormolen;Anton Jansen;;;;
Building;81100;Voormolen;Anton Jansen;;;;
Building;81101;Voormolen;Anton Jansen;;;;
Building;81104;Voormolen;Anton Jansen;;;;
Building;81105;Voormolen;Anton Jansen;;;;
Building;81106;Voormolen;Anton Jansen;;;;
Building;81108;Voormolen;Anton Jansen;;;;GSO
Building;81112;Voormolen;Anton Jansen;;;;
Building;81115;Voormolen;Anton Jansen;;Ja;;
Building;81331;Voormolen;Anton Jansen;;;;
Building;81802;Voormolen;Anton Jansen;;;;
Building;81804;Voormolen;Anton Jansen;;;;
Building;81809;Voormolen;Anton Jansen;;;;
Building;81812;Voormolen;Anton Jansen;;;;
Building;81814;Voormolen;Anton Jansen;;;;
Building;81817;Voormolen;Anton Jansen;;;;
Building;81818;Voormolen;Anton Jansen;;;;
Building;81821;Voormolen;Anton Jansen;;;;
Building;81822;Voormolen;Anton Jansen;;;;
Building;81889;Voormolen;Anton Jansen;;;;
Building;81890;Voormolen;Anton Jansen;;;;
Building;76082;Voormolen;Anton Jansen;;Nee;;
Building;76083;Voormolen;Anton Jansen;;;;
Building;89611;Voormolen;Anton Jansen;;Nee;Ja;
Building;89621;Voormolen;Anton Jansen;;Nee;Ja;
Building;90061;Voormolen;Anton Jansen;;;;
Building;90062;Voormolen;Anton Jansen;;;;
Building;90081;Voormolen;Anton Jansen;;Nee;;
Building;90091;Voormolen;Anton Jansen;;;;
Building;90092;Voormolen;Anton Jansen;;;;
Building;90093;Voormolen;Anton Jansen;;;;
Building;90101;Voormolen;Anton Jansen;;Ja;;
Building;90111;Voormolen;Anton Jansen;;Ja;;
Building;90112;Voormolen;Anton Jansen;;;;
Building;90113;Voormolen;Anton Jansen;;;;
Building;90121;Voormolen;Anton Jansen;;Ja;;
Building;90122;Voormolen;Anton Jansen;;Ja;;
Building;90123;Voormolen;Anton Jansen;;;;
Building;90131;Voormolen;Anton Jansen;;;;
Building;90141;Voormolen;Anton Jansen;;Nee;;
Building;90151;Voormolen;Anton Jansen;;Nee;;
Building;90161;Voormolen;Anton Jansen;;Nee;;
Building;90171;Voormolen;Anton Jansen;;;Ja;Vodafone
Building;90181;Voormolen;Anton Jansen;;;;
Building;90182;Voormolen;Anton Jansen;;;;
Building;90191;Voormolen;Anton Jansen;;Nee;;
Building;90701;Voormolen;Anton Jansen;;;;
Building;90702;Voormolen;Anton Jansen;;;;
Building;90711;Voormolen;Anton Jansen;;;;
Building;90712;Voormolen;Anton Jansen;;;;
Building;90721;Voormolen;Anton Jansen;;;;
Building;90731;Voormolen;Anton Jansen;;;;
Building;90741;Voormolen;Anton Jansen;;;;
Building;90751;Voormolen;Anton Jansen;;;;
Building;90752;Voormolen;Anton Jansen;;Ja;;
Building;90753;Voormolen;Anton Jansen;;;;
Building;90761;Voormolen;Anton Jansen;;;;
Building;90771;Voormolen;Anton Jansen;;;;
Building;90772;Voormolen;Anton Jansen;;;;
Building;90791;Voormolen;Anton Jansen;;;;
Building;90792;Voormolen;Anton Jansen;;;;
Building;90801;Voormolen;Anton Jansen;;Nee;;
Building;75070;Voormolen;Anton Jansen;;;;
Building;75071;Voormolen;Anton Jansen;;;Ja;
Building;75072;Voormolen;Anton Jansen;;;;
Building;75073;Voormolen;Anton Jansen;;;;
Building;75074;Voormolen;Anton Jansen;;;;
Building;75075;Voormolen;Anton Jansen;;;;
Building;75076;Voormolen;Anton Jansen;;;;
Building;75077;Voormolen;Anton Jansen;;;;
Building;76065;Voormolen;Anton Jansen;;Nee;;
Building;76080;Voormolen;Anton Jansen;;Nee;;
Building;77011;Voormolen;Anton Jansen;;;;
Building;77031;Voormolen;Anton Jansen;;;;
Building;77032;Voormolen;Anton Jansen;;;;
Building;77033;Voormolen;Anton Jansen;;;;
Building;77041;Voormolen;Anton Jansen;;;;
Building;77101;Voormolen;Anton Jansen;;;;
Building;77111;Voormolen;Anton Jansen;;;Ja;
Building;77122;Voormolen;Anton Jansen;;Nee;;
Building;77131;Voormolen;Anton Jansen;;Ja;;
Building;77141;Voormolen;Anton Jansen;;;;
Building;77151;Voormolen;Anton Jansen;;;Ja;
Building;77161;Voormolen;Anton Jansen;;;;
Building;77211;Voormolen;Anton Jansen;;;;
Building;77212;Voormolen;Anton Jansen;;;;
Building;77213;Voormolen;Anton Jansen;;;;
Building;77221;Voormolen;Anton Jansen;;;;
Building;77231;Voormolen;Anton Jansen;;;;
Building;77232;Voormolen;Anton Jansen;;;;
Building;77251;Voormolen;Anton Jansen;;;;
Building;77252;Voormolen;Anton Jansen;;;;
Building;77281;Voormolen;Anton Jansen;;;;
Building;77401;Voormolen;Anton Jansen;;Ja;;
Building;77411;Voormolen;Anton Jansen;;;;
Building;77421;Voormolen;Anton Jansen;;;;
Building;77431;Voormolen;Anton Jansen;;Ja;;
Building;85011;Cazdak;Anton Jansen;;;;
Building;85051;Cazdak;Anton Jansen;;;;
Building;85061;Cazdak;Anton Jansen;;;;KPN/T-Mobile
Building;85071;Cazdak;Anton Jansen;;;;
Building;85091;Cazdak;Anton Jansen;;;;
Building;85092;Cazdak;Anton Jansen;;;;
Building;85101;Cazdak;Anton Jansen;;;;
Building;85102;Cazdak;Anton Jansen;;;;
Building;85103;Cazdak;Anton Jansen;;;;
Building;85221;Cazdak;Anton Jansen;;;;
Building;85231;Cazdak;Anton Jansen;;;;
Building;85251;Cazdak;Anton Jansen;;;;
Building;85252;Cazdak;Anton Jansen;;;Ja;
Building;85253;Cazdak;Anton Jansen;;;;
Building;85271;Cazdak;Anton Jansen;;Nee;;
Building;85272;Cazdak;Anton Jansen;;;;
Building;85281;Cazdak;Anton Jansen;;;;
Building;85292;Cazdak;Anton Jansen;;Ja;;
Building;85311;Cazdak;Anton Jansen;;;;
Building;85312;Cazdak;Anton Jansen;;;;
Building;85313;Cazdak;Anton Jansen;;;;
Building;85321;Cazdak;Anton Jansen;;;;
Building;85331;Cazdak;Anton Jansen;;;;
Building;85342;Cazdak;Anton Jansen;;;;
Building;85351;Cazdak;Anton Jansen;;;;
Building;85501;Cazdak;Anton Jansen;;;;
Building;85511;Cazdak;Anton Jansen;;;;
Building;85531;Cazdak;Anton Jansen;;;;Vodafone
Building;85540;Cazdak;Anton Jansen;;;;
Building;85541;Cazdak;Anton Jansen;;;;
Building;85551;Cazdak;Anton Jansen;;;;
Building;85561;Cazdak;Anton Jansen;;;;
Building;85562;Cazdak;Anton Jansen;;;;
Building;85563;Cazdak;Anton Jansen;;;;
Building;85564;Cazdak;Anton Jansen;;;;
Building;85571;Cazdak;Anton Jansen;;;;
Building;85581;Cazdak;Anton Jansen;;;Ja;KPN
Building;85601;Cazdak;Anton Jansen;;;Ja;
Building;85611;Cazdak;Anton Jansen;;;;
Building;85612;Cazdak;Anton Jansen;;;;
Building;85613;Cazdak;Anton Jansen;;;;
Building;85614;Cazdak;Anton Jansen;;;;
Building;85615;Cazdak;Anton Jansen;;;;
Building;85651;Cazdak;Anton Jansen;;;;
Building;85661;Cazdak;Anton Jansen;;Ja;;
Building;85662;Cazdak;Anton Jansen;;Ja;;
Building;85663;Cazdak;Anton Jansen;;;;
Building;85911;Cazdak;Anton Jansen;;;;
Building;77441;Voormolen;Anton Jansen;;;Ja;KPN/T-Mobile
Building;77450;Voormolen;Anton Jansen;;;;
Building;77451;Voormolen;Anton Jansen;;;;
Building;77461;Voormolen;Anton Jansen;;;;
Building;77471;Voormolen;Anton Jansen;;;;
Building;77511;Voormolen;Anton Jansen;;;;
Building;77551;Voormolen;Anton Jansen;;;;
Building;77561;Voormolen;Anton Jansen;;;;
Building;77562;Voormolen;Anton Jansen;;;;
Building;77571;Voormolen;Anton Jansen;;;;
Building;77572;Voormolen;Anton Jansen;;;;
Building;77691;Voormolen;Anton Jansen;;;;
Building;77721;Voormolen;Anton Jansen;;;;
Building;77722;Voormolen;Anton Jansen;;;;
Building;77744;Voormolen;Anton Jansen;;;;
Building;77745;Voormolen;Anton Jansen;;;;
Building;77746;Voormolen;Anton Jansen;;;;
Building;77747;Voormolen;Anton Jansen;;;;
Building;77761;Voormolen;Anton Jansen;;;;
Building;77773;Voormolen;Anton Jansen;;;;
Building;77774;Voormolen;Anton Jansen;;;;
Building;77791;Voormolen;Anton Jansen;;;;
Building;77792;Voormolen;Anton Jansen;;;;
Building;77793;Voormolen;Anton Jansen;;;;
Building;77795;Voormolen;Anton Jansen;;;;
Building;77803;Voormolen;Anton Jansen;;;;
Building;77804;Voormolen;Anton Jansen;;;;
Building;77805;Voormolen;Anton Jansen;;;;
Building;77812;Voormolen;Anton Jansen;;;;
Building;77813;Voormolen;Anton Jansen;;;;
Building;77821;Voormolen;Anton Jansen;;;;
Building;77822;Voormolen;Anton Jansen;;;;
Building;77823;Voormolen;Anton Jansen;;;;
Building;77871;Voormolen;Anton Jansen;;Nee;;
Building;77872;Voormolen;Anton Jansen;;;;
Building;77884;Voormolen;Anton Jansen;;;;
Building;77885;Voormolen;Anton Jansen;;;;
Building;77886;Voormolen;Anton Jansen;;;;
Building;77887;Voormolen;Anton Jansen;;;;
Building;77898;Voormolen;Anton Jansen;;;;
Building;77952;Voormolen;Anton Jansen;;;;
Building;72049;Voormolen;Anton Jansen;;;;
Building;72064;Voormolen;Anton Jansen;;;;
Building;72101;Voormolen;Anton Jansen;;;;
Building;74201;Voormolen;Anton Jansen;;Ja;Ja;
Building;74211;Voormolen;Anton Jansen;;;;
Building;74231;Voormolen;Anton Jansen;;;;
Building;74251;Voormolen;Anton Jansen;;;Ja;Vodafone
Building;74261;Voormolen;Anton Jansen;;;Ja;KPN
Building;74271;Voormolen;Anton Jansen;;;;
Building;74281;Voormolen;Anton Jansen;;Ja;;
Building;74282;Voormolen;Anton Jansen;;Nee;;
Building;74291;Voormolen;Anton Jansen;;;Ja;T-Mobile
Building;74292;Voormolen;Anton Jansen;;;;
Building;74301;Voormolen;Anton Jansen;;;;
Building;74302;Voormolen;Anton Jansen;;;;
Building;74341;Voormolen;Anton Jansen;;;;
Building;74342;Voormolen;Anton Jansen;;;;
Building;74401;Voormolen;Anton Jansen;;;;
Building;74421;Voormolen;Anton Jansen;;;;
Building;74441;Voormolen;Anton Jansen;;;;
Building;74442;Voormolen;Anton Jansen;;;;
Building;74461;Voormolen;Anton Jansen;;;;
Building;74471;Voormolen;Anton Jansen;;Ja;;
Building;74472;Voormolen;Anton Jansen;;Ja;;
Building;74473;Voormolen;Anton Jansen;;Ja;;
Building;74474;Voormolen;Anton Jansen;;Ja;;
Building;74476;Voormolen;Anton Jansen;;;;
Building;88021;Cazdak;Anton Jansen;;;;
Building;88041;Cazdak;Anton Jansen;;;;
Building;88051;Cazdak;Anton Jansen;;;;
Building;88052;Cazdak;Anton Jansen;;;;
Building;88053;Cazdak;Anton Jansen;;Ja;;
Building;88061;Cazdak;Anton Jansen;;;;
Building;88071;Cazdak;Anton Jansen;;;;
Building;88081;Cazdak;Anton Jansen;;;;
Building;88091;Cazdak;Anton Jansen;;;;
Building;88121;Cazdak;Anton Jansen;;;;
Building;88141;Cazdak;Anton Jansen;;;;
Building;88142;Cazdak;Anton Jansen;;;;T-Mobile
Building;88191;Cazdak;Anton Jansen;;;;
Building;88221;Cazdak;Anton Jansen;;;;
Building;88231;Cazdak;Anton Jansen;;Nee;;Vodafone
Building;88232;Cazdak;Anton Jansen;;Nee;;
Building;88233;Cazdak;Anton Jansen;;Nee;;
Building;88234;Cazdak;Anton Jansen;;Nee;;
Building;88921;Cazdak;Anton Jansen;;;;
Building;88991;Cazdak;Anton Jansen;;;;
Building;74481;Voormolen;Anton Jansen;;;;
Building;74501;Voormolen;Anton Jansen;;;;
Building;74511;Voormolen;Anton Jansen;;;;
Building;74512;Voormolen;Anton Jansen;;;;
Building;74513;Voormolen;Anton Jansen;;;;
Building;74514;Voormolen;Anton Jansen;;;;
Building;74521;Voormolen;Anton Jansen;;;;
Building;74522;Voormolen;Anton Jansen;;;;
Building;74523;Voormolen;Anton Jansen;;;;
Building;74524;Voormolen;Anton Jansen;;Nee;;
Building;74525;Voormolen;Anton Jansen;;;;
Building;74531;Voormolen;Anton Jansen;;;;
Building;74532;Voormolen;Anton Jansen;;;;
Building;74601;Voormolen;Anton Jansen;;Nee;;
Building;74611;Voormolen;Anton Jansen;;;;
Building;74612;Voormolen;Anton Jansen;;;;
Building;74613;Voormolen;Anton Jansen;;;;
Building;74614;Voormolen;Anton Jansen;;;;
Building;74615;Voormolen;Anton Jansen;;;;
Building;74616;Voormolen;Anton Jansen;;;;
Building;74617;Voormolen;Anton Jansen;;;;
Building;74621;Voormolen;Anton Jansen;;;;
Building;74622;Voormolen;Anton Jansen;;Ja;;
Building;74623;Voormolen;Anton Jansen;;;;
Building;74651;Voormolen;Anton Jansen;;;;
Building;74831;Voormolen;Anton Jansen;;;;
Building;74841;Voormolen;Anton Jansen;;;;
Building;74851;Voormolen;Anton Jansen;;;;
Building;74861;Voormolen;Anton Jansen;;Ja;;
Building;74871;Voormolen;Anton Jansen;;;;
Building;74881;Voormolen;Anton Jansen;;;;
Building;74891;Voormolen;Anton Jansen;;;;
Building;74892;Voormolen;Anton Jansen;;;;
Building;74922;Voormolen;Anton Jansen;;;;
Building;74923;Voormolen;Anton Jansen;;;;
Building;74931;Voormolen;Anton Jansen;;;;
Building;74941;Voormolen;Anton Jansen;;;;
Building;74951;Voormolen;Anton Jansen;;;;
Building;74961;Voormolen;Anton Jansen;;;;
